연번,품명,HS부호,품명번호,표준품명_한글,표준품명_영문,규격번호,규격순번,필수규격_한글,필수규격_영문,규격값,세부분류내용,비고,시작일자,만료일자,용도구분
370,소흥주,2206002090,1,소흥주,Fermented beverages prepared from cereals; Shaoxing wine,,,,,,,,2014-12-02,2023-12-31,기타세번
371,기타,2208309000,1,기타,Other,1,1,품종,type,1, 아이리쉬 위스키,,2022-01-02,2023-12-31,FTA세율
372,과일 리큐르,2208709000,1,과일 리큐르,Fruit Liqueurs,,,,,,,,2013-09-23,2023-12-31,기타세번
373,기타,2208909000,1,기타,Other,1,1,품종,type,1, 아콰비트(Aquavit),,2022-01-02,2023-12-31,FTA세율
374,갑각류 조분,2301209000,1,갑각류 조분,Meals of crustaceans,,,,,,,,2014-12-02,2023-12-31,기타세번
375,보리의 것 (전분 함유량 45% 미만),2302409000,1,보리의 것 (전분 함유량 45% 미만),Barley ,,,,,,,,2014-12-02,2023-12-31,기타세번
376,피마자의 것,2306909000,1,피마자의 것,of Castor seeds,,,,,,,,2014-12-02,2023-12-31,기타세번
377,옥수수 속대,2308009000,1,옥수수 속대,Corn cob,,,,,,,,2013-09-23,2023-12-31,기타세번
378,말의 것,2309901099,1,말의 것,For horse,,,,,,,,2014-12-02,2023-12-31,기타세번
379,비타민을 주로 한 것,2309902099,1,비타민을 주로 한 것,Chiefly on the basis of vitamins,,,,,,,,2013-09-23,2023-12-31,기타세번
380,혼합엽,2401209000,1,혼합엽,Tobacco ; Final blended strips ,,,,,,,,2014-12-02,2023-12-31,기타세번
381,"담배 부산물, 더스트",2401309000,1,"담배 부산물, 더스트","Tobacco refuse,dust ",,,,,,,,2014-12-02,2023-12-31,기타세번
382,니코틴을 함유하지 않은 담배대용물,2402900000,1,니코틴을 함유하지 않은 담배대용물,"Cigarettes of tobacco substitute, not containing nicotine",,,,,,,,2014-12-02,2023-12-31,기타세번
383,각초,2403199000,1,각초,Manufactured tobacco for making cigarettes ; Cut filler,,,,,,,,2014-12-02,2023-12-31,기타세번
384,전자담배용 용액,2404121000,2,전자담배용 용액(니코틴 함유량 1% 미만),SOLUTIONS FOR ELECTRONIC CIGARETTES WITH NICOTINE(NICOTINE LESS THAN 1%),1,1,제조방법,manufacturing method,4,천연,,2022-01-01,2099-12-31,기타세번
385,기타,2404129000,2,전자담배용 용액(니코틴 함유량 1% 미만),SOLUTIONS FOR ELECTRONIC CIGARETTES WITH NICOTINE(NICOTINE LESS THAN 1%),1,1,제조방법,manufacturing method,4,천연,,2022-01-01,2099-12-31,기타세번
386,천일염,2501001020,1,식용 천일염,Edible Sea Salt,,,,,,,,2009-08-01,2023-12-31,
387,식염,2501009010,1,식염,Edible salt,,,,,,,,2014-11-03,2023-12-31,
388,정제 암염,2501009090,1,정제 암염,Refined rock salt,,,,,,,,2014-12-02,2023-12-31,기타세번
389,하소한 것,2507001090,1,하소한 것,Calcined kaolin,,,,,,,,2014-12-02,2023-12-31,기타세번
390,반암,2516909000,1,반암,Porphyry,,,,,,,,2014-12-02,2023-12-31,기타세번
391,화성암의 것,2517499000,1,화성암의 것,Of igneous rocks,,,,,,,,2014-12-02,2023-12-31,기타세번
392,코스틱번드마그네시아,2519909000,1,코스틱번드마그네시아,Causticburned magnesia,,,,,,,,2013-09-23,2023-12-31,기타세번
393,직물가공용,2520209000,1,직물가공용,For finishing of woven fabrics,,,,,,,,2014-12-02,2023-12-31,기타세번
394,해포석,2530909099,1,해포석,Meerschaum,,,,,,,,2014-12-02,2023-12-31,기타세번
395,갈철광,2601119000,1,갈철광,Limonite,,,,,,,,2014-12-02,2023-12-31,기타세번
396,갈철광,2601129000,1,갈철광,Limonite,,,,,,,,2014-12-02,2023-12-31,기타세번
397,철중석,2611009000,1,철중석,Ferbrite,,,,,,,,2014-12-02,2023-12-31,기타세번
398,몰리브데나이트,2613900000,1,몰리브데나이트,Molybdenite,,,,,,,,2014-12-02,2023-12-31,기타세번
399,아연 스키밍,2620190000,1,아연 스키밍,Zinc skimmings,,,,,,,,2013-09-23,2023-12-31,기타세번
400,주로 코발트를 함유한 것,2620990000,1,주로 코발트를 함유한 것,Residues from cobalt oxide,,,,,,,,2013-09-23,2023-12-31,기타세번
401,역청탄,2701129090,1,역청탄,Bituminous coal,,,,,,,,2014-12-02,2023-12-31,기타세번
402,가스 콘덴세이트,2709001090,1,가스 콘덴세이트,Gas condensates,,,,,,,,2014-12-02,2023-12-31,기타세번
403,물에 유화 또는 혼합된 오일,2710999000,1,물에 유화 또는 혼합된 오일,"Waste oil, mixed with water",,,,,,,,2013-09-23,2023-12-31,기타세번
404,노르말부탄,2711190000,1,노르말부탄,Normal butanes,,,,,,,,2014-12-02,2023-12-31,기타세번
405,메탄,2711290000,1,메탄,Methane,,,,,,,,2014-12-02,2023-12-31,기타세번
406,윤활유를 처리하여 추출된 것,2713900000,1,윤활유를 처리하여 추출된 것,Other residues of petroleum oils from using lubricating base oil,,,,,,,,2013-09-23,2023-12-31,기타세번
407,"페인트, 인쇄용 잉크, 구두 광택제 등 제조용 안료",2803009019,1,"페인트, 인쇄용 잉크, 구두 광택제 등 제조용 안료","Pigment for the manufacture of paint, printing ink, shoepolish, etc",,,,,,,,2014-12-02,2023-12-31,기타세번
408,리튬,2805190000,1,리튬,Lithium,,,,,,,,2014-12-02,2023-12-31,기타세번
409,이들의 혼합물,2805309000,1,이들의 혼합물,"Mixure of rareearth metals, scandium and yttrium",,,,,,,,2014-12-02,2023-12-31,기타세번
410,하이포아염소산,2811199000,1,하이포아염소산,Hypochlorous acid,,,,,,,,2017-02-03,2023-12-31,기타세번
411,용융실리카,2811229090,1,용융실리카,Fused silica,,,,,,,,2013-09-23,2023-12-31,기타세번
412,활성 알루미나,2818309000,1,활성 알루미나,Activated alumina,,,,,,,,2014-12-02,2023-12-31,기타세번
413,과산화칼슘,2825901090,1,과산화칼슘,calcium peroxide,,,,,,,,2014-12-02,2023-12-31,기타세번
414,플루오르화암모늄이나 플루오르화나트륨,2826194000,1,플루오르화암모늄이나 플루오르화나트륨,Ammonium or sodium fluoride,1,1,품종,type,1, 플루오르화암모늄,,2022-01-02,2023-12-31,FTA세율
415,염화철,2827399000,1,염화철,Iron chlorides,,,,,,,,2014-12-02,2023-12-31,기타세번
416,황화물,2830901000,1,황화물,Sulphides,1,1,품종,type,1, 황화아연 또는 황화카드뮴,,2022-01-02,2023-12-31,FTA세율
417,기타,2833299000,1,기타,Other,1,1,품종,type,1, 황산아연,,2022-01-02,2023-12-31,FTA세율
418,기타,2836991090,1,기타,Other,1,1,품종,type,1, 탄산연,,2022-01-02,2023-12-31,FTA세율
419,기타,2839909000,1,기타,Other,1,1,품종,type,1, 규산칼륨,,2022-01-02,2023-12-31,FTA세율
420,기타,2842909000,1,기타,Other,1,1,품종,type,1, 뇌산염,,2022-01-02,2023-12-31,FTA세율
421,루테늄화합물,2843909090,1,루테늄화합물,Ruthenium compounds,,,,,,,,2014-12-02,2023-12-31,기타세번
422,무기나 유기의 수은화합물(기타),2852903000,1,무기나 유기의 수은화합물(기타),"Inorganic or organic compounds of mercury, other",1,1,체형,shape,1, 제3501.90.1190호의 것,,2022-01-02,2023-12-31,FTA세율
423,파라시멘,2902909000,1,파라시멘,Pcymene,,,,,,,,2014-12-02,2023-12-31,기타세번
424,기타(불소와 염소만으로 퍼할로겐화한 것),2903770000,1,기타(불소와 염소만으로 퍼할로겐화한 것),"Other, perhalogenated only with fluorine and chlorine",1,1,,,1," 트리클로로플루오르메탄, 디클로로디플루오르메탄, 트리클로로트리플루오르에탄, 디클로로테트라플루오르에탄, 클로로펜타플루오르에탄, 클로로트리플루오르메탄, 클로로플루오르에탄, 클로로플루오르프로판",,2017-02-24,2023-12-31,FTA세율
425,트리니트로벤젠,2904209090,1,트리니트로벤젠,Trinitrobenzene,,,,,,,,2013-09-23,2023-12-31,기타세번
426,기타,2904990000,1,기타,Other,1,1,,,1," 2,4디니트로클로로벤젠, 파라니트로클로로벤젠",,2017-02-24,2023-12-31,FTA세율
427,부틸렌글리콜,2905399000,1,부틸렌글리콜,Butylene glycol,,,,,,,,2014-12-02,2023-12-31,기타세번
428,자일리톨,2905490000,1,자일리톨,Xylitol,,,,,,,,2013-09-23,2023-12-31,기타세번
429,클로랄하이드레이트,2905590000,1,클로랄하이드레이트,Chloral hydrate,,,,,,,,2013-09-23,2023-12-31,기타세번
430,노닐페놀 에톡실레이트,2907139000,1,노닐페놀 에톡실레이트,Nonylphenol ethoxylates,,,,,,,,2013-09-23,2023-12-31,기타세번
431,피로카테콜(오르토디하이드로벤젠),2907299000,1,피로카테콜(오르토디하이드로벤젠),Pyrocatechol (odihydroxybenzene),,,,,,,,2013-09-23,2023-12-31,기타세번
432,디이소프로필에테르,2909199000,1,디이소프로필에테르,Diisopropyl ether,,,,,,,,2013-09-23,2023-12-31,기타세번
433,에루크 산,2916190000,1,에루크 산,Erucic acid,,,,,,,,2013-09-23,2023-12-31,기타세번
434,기타,2916399090,1,기타,Other,1,1,체형,shape,1, 페닐아세트산의 에스테르의 것,,2022-01-02,2023-12-31,FTA세율
435,체노데옥시콜 산,2918191090,1,체노데옥시콜 산,Chenodeoxycholic acid,,,,,,,,2013-09-23,2023-12-31,기타세번
436,크레오소트산,2918299090,1,크레오소트산,Cresotic acid,,,,,,,,2013-09-23,2023-12-31,기타세번
437,「농약관리법」에 따라 등록된 농약원제,2920111000,1,「농약관리법」에 따라 등록된 농약원제,Material for manufacturing agricultural chemicals (registered material),1,1,체형,shape,1, 0-디에틸-0-파라니트로페닐티오포스페이트,,2022-01-02,2023-12-31,FTA세율
438,기타,2920119000,1,기타,Other,1,1,체형,shape,1, 0-디에틸-0-파라니트로페닐티오포스페이트,,2022-01-02,2023-12-31,FTA세율
439,「농약관리법」에 따라 등록된 농약원제,2920191000,1,「농약관리법」에 따라 등록된 농약원제,Material for manufacturing agricultural chemicals (registered material),1,1,체형,shape,1,- 0.0-디메틸-0-(3-메틸-4-니트로페닐)티오포스페이트,,2022-01-02,2023-12-31,FTA세율
440,디에틸아민과 그 염,2921192000,1,디에틸아민과 그 염,Diethylamine and its salts,1,1,체형,shape,1, 디에틸아민과 그 염산염,,2022-01-02,2023-12-31,FTA세율
441,기타,2921199090,1,기타,Other,1,1,,,1," 엔,엔디이소프로필베타아미노에틸클로라이드",,2017-02-24,2023-12-31,FTA세율
442,프로필헥세드린,2921309000,1,프로필헥세드린,Propylhexedrine,,,,,,,,2013-09-23,2023-12-31,기타세번
443,헥사니트로디페닐아민,2921449000,1,헥사니트로디페닐아민,Hexanitrodiphenylamine,,,,,,,,2013-09-23,2023-12-31,기타세번
444,크실리딘,2921499000,1,크실리딘,Xylidines,,,,,,,,2013-09-23,2023-12-31,기타세번
445,메클로페녹세이트,2922199000,1,메클로페녹세이트,Meclofenoxate,,,,,,,,2013-09-23,2023-12-31,기타세번
446,기타,2922399000,1,기타,Other,1,1,체형,shape,1, 4-(엔-에틸-엔-베타-에톡시-에틸아미노)-2-메틸벤즈알데히드,,2022-01-02,2023-12-31,FTA세율
447,사르코신,2922499000,1,사르코신,Sarcosine,,,,,,,,2013-09-23,2023-12-31,기타세번
448,요드화테트라메틸암모늄,2923900000,1,요드화테트라메틸암모늄,Tetramethylammonium iodide,,,,,,,,2013-09-23,2023-12-31,기타세번
449,아스파라긴,2924199090,1,아스파라긴,Asparagine,,,,,,,,2013-09-23,2023-12-31,기타세번
450,"이오프로마이드, 이오파미돌, 이오메프롤, 이오헥솔, 이오버솔, 이오딕산올",2924299020,1,"이오프로마이드, 이오파미돌, 이오메프롤, 이오헥솔, 이오버솔, 이오딕산올","Iopromide, Iopamidol, Iomeprol, Iohexol, Ioversol and Iodixanol",1,1,,,1," 이오프로마이드, 이오파미돌, 이오메프롤",,2017-02-24,2023-12-31,FTA세율
451,페닐아세트아미드,2924299099,1,페닐아세트아미드,Phenylacetamide,,,,,,,,2013-09-23,2023-12-31,기타세번
452,기타,2925299090,1,기타,Other,1,1,체형,shape,1, 구아니딘,,2022-01-02,2023-12-31,FTA세율
453,"알디카브(ISO), 캡타폴(ISO) 및 메타미도포스(ISO)",2930800000,1,"알디카브(ISO), 캡타폴(ISO) 및 메타미도포스(ISO)","Aldicarb (ISO), captafol (ISO) and methamidophos (ISO)",1,1,,,1, 알디카브(ISO),,2017-02-24,2023-12-31,FTA세율
454,기타,2932999090,1,기타,Other,1,1,체형,shape,1,"- 3,4-메틸렌디옥시페닐-2-프로파논",,2022-01-02,2023-12-31,FTA세율
455,메틸퀴놀린,2933499090,1,메틸퀴놀린,Methylquinoline,,,,,,,,2013-09-23,2023-12-31,기타세번
456,"3,3-디(파라아세톡시페닐)옥신돌",2933799000,1,"3,3-디(파라아세톡시페닐)옥신돌","3,3-Di(p-acetoxyphenyl)oxindole ",,,,,,,,2013-09-23,2023-12-31,기타세번
457,카르바졸과 그 유도체,2933999090,1,카르바졸과 그 유도체,Carbazole and its derivatives,,,,,,,,2013-09-23,2023-12-31,기타세번
458,헤로인,2939119000,1,헤로인,Heroin,,,,,,,,2013-09-23,2023-12-31,기타세번
459,노르모르핀,2939190000,1,노르모르핀,Normorphine,,,,,,,,2013-09-23,2023-12-31,기타세번
460,리세르그산 아마이드,2939690000,1,리세르그산 아마이드,Lysergic acid amide,,,,,,,,2013-09-23,2023-12-31,기타세번
461,니코틴과 그 염,2939791000,1,니코틴과 그 염(니코틴 함유량 1% 미만),NICOTINE AND ITS SALTS(NICOTINE LESS THAN 1%),1,1,제조방법,manufacturing method,1,천연,,2019-11-11,2023-12-31,기타세번
462,아코니틴,2939799000,1,아코니틴,Aconitine,,,,,,,,2017-02-03,2023-12-31,기타세번
463,농약원제(農藥原劑)(「농약관리법」에 따라 등록된 것으로 한정한다),2939801010,1,농약원제(農藥原劑)(「농약관리법」에 따라 등록된 것으로 한정한다),Material for manufacturing agricultural chemicals (registered material under the Agricultural Chemicals Management Act),1,1,,,1, 제2933.99.9010호에 해당하는 구조를 가지는 것,,2017-02-24,2023-12-31,FTA세율
464,기타,2939801090,1,기타,Other,1,1,,,1, 제2933.39.9090호에 해당하는 구조를 가지는 것,,2017-02-24,2023-12-31,FTA세율
465,기타,2939809000,1,기타,Other,1,1,,,1, 제2933.99.9090호에 해당하는 구조를 가지는 것,,2017-02-24,2023-12-31,FTA세율
466,트레할로오스,2940001090,1,트레할로오스,Trehalose,,,,,,,,2013-09-23,2023-12-31,기타세번
467,암피실린(INN),2941109090,1,암피실린(INN),Ampicillin,,,,,,,,2013-09-23,2023-12-31,기타세번
468,조제된 진단용 시약,3002909000,1,조제된 진단용 시약,Prepared diagnostic reagents,,,,,,,,2014-12-02,2023-12-31,기타세번
469,기타,3003399000,1,기타,Other,1,1,,,1, 수액선 호르몬제제,,2017-02-24,2023-12-31,FTA세율
470,DHEA를 기제로 한 호르몬,3004399000,1,DHEA를 기제로 한 호르몬,"Hormon, prepared DHEA",,,,,,,,2014-12-02,2023-12-31,기타세번
471,기타,3004499000,1,기타,Other,1,1,,,1, 모르핀제제,,2017-02-24,2023-12-31,FTA세율
472,동물용 의약품,3004509000,1,동물용 의약품,Animal medicaments,,,,,,,,2013-09-23,2023-12-31,기타세번
473,피복제,3005109000,1,피복제,Dressing,,,,,,,,2014-12-02,2023-12-31,기타세번
474,드레이프,3005909000,1,드레이프,Surgical drape,,,,,,,,2014-12-02,2023-12-31,기타세번
475,플라스틱으로 만든 것,3006105010,1,플라스틱으로 만든 것,Of plastics,1,1,,,1, 제3920.91.0000호의 것,,2017-02-24,2023-12-31,FTA세율
476,장루(腸瘻)용으로 인정되는 기구,3006910000,1,장루(腸瘻)용으로 인정되는 기구,Appliances identifiable for ostomy use,1,1,체형,shape,1, 제3926.90.9000호의 것,,2022-01-02,2023-12-31,FTA세율
477,기타 요소(수용액의 것인지에 상관없다),3102109000,1,요소,Urea,1,1,용도,Use,3,목재용,,2022-01-01,2099-12-31,기타세번
478,칼슘시아나미드,3102909000,1,칼슘시아나미드,"Calcium cyanamide, whether or not pure or treated with oil",,,,,,,,2014-12-02,2023-12-31,기타세번
479,"인쇄용잉크, 벽지제조용",3205009000,1,"인쇄용잉크, 벽지제조용","For manufacturing printing inks, wallpaper and oil paints.",,,,,,,,2013-09-23,2023-12-31,기타세번
480,기타,3206499000,1,기타,Other,1,1,체형,shape,1,- 감청 또는 육시안산철염을 기제로 한 안료 및 그 조제품(페로시아나이드 및 페리시아나이드)(감청이외인 ,,2022-01-02,2023-12-31,FTA세율
481,알루미늄의 것,3207309000,1,알루미늄의 것,Of aluminium,,,,,,,,2014-12-02,2023-12-31,기타세번
482,적색의 것,3215190000,1,적색의 것,Red,,,,,,,,2014-12-02,2023-12-31,기타세번
483,맨더린,3301190000,1,맨더린,Of manderine,,,,,,,,2014-12-02,2023-12-31,기타세번
484,바질 또는 바디안의 것,3301904800,1,바질 또는 바디안의 것,Of badian or basil,,,,,,,,2014-12-02,2023-12-31,기타세번
485,립 글로스,3304109000,1,립 글로스,Lip gloss,,,,,,,,2014-12-02,2023-12-31,기타세번
486,마스카라,3304209000,1,마스카라,Mascara,,,,,,,,2014-12-02,2023-12-31,기타세번
487,페니큐어용 광택제,3304309000,1,페니큐어용 광택제,Nail polishes for use in pedicure,,,,,,,,2014-12-02,2023-12-31,기타세번
488,머리염색약 및 표백제,3305909000,1,머리염색약 및 표백제,Hair dyes and bleaches,,,,,,,,2014-12-02,2023-12-31,기타세번
489,가향한 종이,3307909000,1,가향한 종이,Perfumed papers,,,,,,,,2013-09-23,2023-12-31,기타세번
490,디알데히드 전분,3505109090,1,디알데히드 전분,Dialdehyde starch,,,,,,,,2014-12-02,2023-12-31,기타세번
491,기타,3507909000,1,기타,Other,1,1,,,1, 시토크롬 시(C) 산화효소,,2017-02-24,2023-12-31,FTA세율
492,디디티(ISO)[클로페노탄(INN)](순중량이 300그램 이하로 포장한 것에 한정한다),3808520000,1,디디티(ISO)[클로페노탄(INN)](순중량이 300그램 이하로 포장한 것에 한정한다),"DDT (ISO) (clofenotane (INN)), in packings of a net weight content not exceeding 300 g",1,1,,,1," 살균제, 소독제",,2017-02-24,2023-12-31,FTA세율
493,농약원제(農藥原劑)(농약관리법에 따라 등록된 것으로 한정한다),3808591000,1,농약원제(農藥原劑)(농약관리법에 따라 등록된 것으로 한정한다) (뉴질랜드),Material for manufacturing agricultural chemicals (registered material under the Agricultural Chemicals Management Act),1,1,,,1," 알라클로르(ISO), 알디카브(ISO), 아진포스메틸(ISO), 엔도설판(ISO), 펜타 및 옥타브로모디페닐 에테르, 과불화옥탄 술폰산과 그 염, 과불화옥탄 술폰아미드 또는 과불화옥탄술포닐 플루오라이드를 하나 이상 함유하는 것",,2017-02-24,2023-12-31,FTA세율
494,기타,3808599000,1,기타 (중국),Other,1,1,,,1," 알라클로르(ISO), 알디카브(ISO), 아진포스메틸(ISO), 엔도설판(ISO), 펜타 및 옥타브로모디페닐 에테르, 과불화옥탄 술폰산과 그 염, 과불화옥탄 술폰아미드 또는 과불화옥탄술포닐 플루오라이드를 하나 이상 함유하는 것",,2017-02-24,2023-12-31,FTA세율
495,살비제,3808999000,1,살비제,Acaricides,,,,,,,,2014-12-02,2023-12-31,기타세번
496,점도향상제,3811290000,1,점도향상제,Viscosity improvers,,,,,,,,2014-12-02,2023-12-31,기타세번
497,"2,2,4-트리메틸-1,2-디히드로퀴놀린 올리고머(티엠큐)의 혼합물",3812310000,1,"2,2,4-트리메틸-1,2-디히드로퀴놀린 올리고머(티엠큐)의 혼합물","Mixtures of oligomers of 2,2,4-trimethyl-1,2-dihydroquinoline (TMQ)",1,1,,,1, 산화방지 조제품,,2017-02-24,2023-12-31,FTA세율
498,코발트의 것,3815199000,1,코발트의 것,With cobalt as the active substance,,,,,,,,2014-12-02,2023-12-31,기타세번
499,미생물(바이러스와 이와 유사한 것을 포함한다)ㆍ식물ㆍ인간ㆍ동물 세포의 성장이나 보존을 위한 조제 배양제,3821000000,1,미생물(바이러스와 이와 유사한 것을 포함한다)ㆍ식물ㆍ인간ㆍ동물 세포의 성장이나 보존을 위한 조제 배양제,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells.",1,1,,,1, 제3824.99.7600호의 것,,2017-02-24,2023-12-31,FTA세율
500,옥시란(산화에틸렌)을 함유한 것,3824810000,1,옥시란(산화에틸렌)을 함유한 것,Containing oxirane (ethylene oxide),1,1,,,1, 제3824.99.7600호의 것,,2017-02-24,2023-12-31,FTA세율
501,"폴리염소화 비페닐 (PCBs), 폴리염소화 테르페닐(PCTs), 폴리브롬화 비페닐(PBBs)을 함유한 것",3824820000,1,"폴리염소화 비페닐 (PCBs), 폴리염소화 테르페닐(PCTs), 폴리브롬화 비페닐(PBBs)을 함유한 것","Containing polychlorinated biphenyls (PCBs), polychlorinated terphenyls (PCTs) or polybrominated biphenyls (PBBs)",1,1,,,1, 제3824.99.7600호의 것,,2017-02-24,2023-12-31,FTA세율
502,"트리스(2,3-디브로모프로필) 포스페이트를 함유한 것",3824830000,1,"트리스(2,3-디브로모프로필) 포스페이트를 함유한 것","Containing tris (2,3-dibromopropyl) phosphate",1,1,,,1, 제3824.99.7600호의 것,,2017-02-24,2023-12-31,FTA세율
503,바이오디젤과 그 혼합물,3826000000,1,바이오디젤과 그 혼합물,Biodiesel and mixtures thereof,1,1,체형,shape,1,- 비환식 탄화수소의 퍼할로겐화 유도체(서로 다른 2종이상의 할로겐을 가지는 것에 한한다)를 가지는 혼합,,2022-01-02,2023-12-31,FTA세율
504,폴리우레아,3911909000,1,폴리우레아,Polyureas,,,,,,,,2013-09-23,2023-12-31,기타세번
505,화장용세트,3924909000,1,화장용세트,"Toilet sets (ewers, bowls, etc.),",,,,,,,,2014-12-02,2023-12-31,기타세번
506,나사·볼트·와셔 및 이와 유사한 일반용 취부용구,3926909000,1,나사·볼트·와셔 및 이와 유사한 일반용 취부용구,"Screws, bolts, washers and similar fittings of general use",,,,,,,,2013-09-23,2023-12-31,기타세번
507,케이프,4015909000,1,케이프,Capes,,,,,,,,2014-12-02,2023-12-31,기타세번
508,차량용 새시 마운팅 고무,4016999000,1,차량용 새시 마운팅 고무,Chassis mounting rubbers,,,,,,,,2013-09-23,2023-12-31,기타세번
509,송아지의 원피,4101901091,1,송아지의 원피,Of calf skin,1,1,체형,shape,1,"- 스플릿(split)하지 않은 전신 원피(단순 건조시켰을 때의 중량이 8킬로그램 이하, 염처리 후 건조시켰을 ",,2022-01-02,2023-12-31,FTA세율
510,기타,4101901099,1,기타,Other,1,1,체형,shape,1,"- 스플릿(split)하지 않은 전신 원피(단순 건조시켰을 때의 중량이 8킬로그램 이하, 염처리 후 건조시켰을 ",,2022-01-02,2023-12-31,FTA세율
511,유연처리(유연전처리를 포함한다)한 원피,4101902000,1,유연처리(유연전처리를 포함한다)한 원피,"Hides and skins, which have undergone a tanning (including pre-tanning) process ",1,1,체형,shape,1,"- 스플릿(split)하지 않은 전신 원피(단순 건조시켰을 때의 중량이 8킬로그램 이하, 염처리 후 건조시켰을 ",,2022-01-02,2023-12-31,FTA세율
512,기타,4103901090,1,기타,Other,1,1,체형,shape,1, 산양인 것,,2022-01-02,2023-12-31,FTA세율
513,영양의 것,4113900000,1,영양의 것,Of antelope,,,,,,,,2014-12-02,2023-12-31,기타세번
514,소 또는 마속 동물의 것,4202211090,1,소 또는 마속 동물의 것,Of bovine (including buffalo) or equine animals ,,,,,,,,2014-12-02,2023-12-31,기타세번
515,소 또는 마속 동물의 것,4202311090,1,소 또는 마속 동물의 것,Of bovine (including buffalo) or equine animals ,,,,,,,,2013-09-23,2023-12-31,기타세번
516,소 또는 마속 동물의 것,4203301090,1,소 또는 마속 동물의 것,Of bovine (including buffalo) or equine animals ,,,,,,,,2013-09-23,2023-12-31,기타세번
517,에이프런,4203400000,1,에이프런,Aprons,,,,,,,,2014-12-02,2023-12-31,기타세번
518,열쇠고리,4205001900,1,열쇠고리,For Key ring or key chain,,,,,,,,2013-09-23,2023-12-31,기타세번
519,어린 양의 것,4302209090,1,어린 양의 것,Of lamb,,,,,,,,2014-12-02,2023-12-31,기타세번
520,기타,4303102990,1,기타,Other,1,1,,,1, 오파섬(opossum)의 것,,2017-02-24,2023-12-31,FTA세율
521,목재 펠릿,4401310000,1,목재 펠릿,Wood Pellet,,,,,,,,2016-11-07,2023-12-31,기타세번
522,솔송나무,4403259000,1,솔송나무,Hemlock,,,,,,,,2017-02-03,2023-12-31,기타세번
523,솔송나무,4403269000,1,솔송나무,Hemlock,,,,,,,,2017-02-03,2023-12-31,기타세번
524,기타 제재용 목재,4403999000,1,기타 제재용 목재,Timber for sawing,,,,,,,,2017-02-03,2023-12-31,기타세번
525,침엽수류,4404100000,1,침엽수류,Coniferous,1,1,,,1, 목재의 봉,,2017-02-24,2023-12-31,FTA세율
526,기타,4407299000,1,기타,Other,1,1,,,1, 이 류의 국내주 제1호의 열대산 목재인 것,,2017-02-24,2023-12-31,FTA세율
527,기타,4408109990,1,기타,Other,1,1,,,1, 적송,,2017-02-24,2023-12-31,FTA세율
528,합판 제조용,4408399091,1,합판 제조용,For manufacturing plywood,1,1,,,1, 이 류의 국내주 제1호의 열대산 목재의 것,,2017-02-24,2023-12-31,FTA세율
529,무늬목,4408399092,1,무늬목,Patterned veneer,1,1,,,1, 이 류의 국내주 제1호의 열대산 목재의 것,,2017-02-24,2023-12-31,FTA세율
530,기타,4408399099,1,기타,Other,1,1,,,1, 이 류의 국내주 제1호의 열대산 목재의 것,,2017-02-24,2023-12-31,FTA세율
531,기계적 가공이나 표면을 피복하지 않은 것,4411121000,1,기계적 가공이나 표면을 피복하지 않은 것,Not mechanically worked or surface covered,1,1,,,1, 섬유판(1세제곱센티미터당 밀도가 0.8그램을 초과하는 것만 해당한다),,2017-02-24,2023-12-31,FTA세율
532,기타,4411129000,1,기타,Other,1,1,,,1, 기계적 가공을 하거나 표면을 피복한 것,,2017-02-24,2023-12-31,FTA세율
533,기계적 가공이나 표면을 피복하지 않은 것,4411131000,1,기계적 가공이나 표면을 피복하지 않은 것,Not mechanically worked or surface covered,1,1,,,1, 섬유판(1세제곱센티미터당 밀도가 0.8그램을 초과하는 것만 해당한다),,2017-02-24,2023-12-31,FTA세율
534,기타,4411139000,1,기타,Other,1,1,,,1, 기계적 가공을 하거나 표면을 피복한 것,,2017-02-24,2023-12-31,FTA세율
535,기계적 가공이나 표면을 피복하지 않은 것,4411141000,1,기계적 가공이나 표면을 피복하지 않은 것,Not mechanically worked or surface covered,1,1,,,1, 섬유판(1세제곱센티미터당 밀도가 0.8그램을 초과하는 것만 해당한다),,2017-02-24,2023-12-31,FTA세율
536,마루판,4411149010,1,마루판,Floor board,1,1,,,1, 기계적 가공을 하거나 표면을 피복한 것,,2017-02-24,2023-12-31,FTA세율
537,기타,4411149090,1,기타,Other,1,1,,,1, 기계적 가공을 하거나 표면을 피복한 것,,2017-02-24,2023-12-31,FTA세율
538,마루판,4411929010,1,마루판,Floor board,1,1,,,1, 기계적 가공을 하거나 표면을 피복한 것,,2017-02-24,2023-12-31,FTA세율
539,기타,4411929090,1,기타,Other,1,1,,,1, 기계적 가공을 하거나 표면을 피복한 것,,2017-02-24,2023-12-31,FTA세율
540,마루판,4411939010,1,마루판,Floor board,1,1,,,1, 기계적 가공을 하거나 표면을 피복한 것,,2017-02-24,2023-12-31,FTA세율
541,기타,4411939090,1,기타,Other,1,1,,,1, 기계적 가공을 하거나 표면을 피복한 것,,2017-02-24,2023-12-31,FTA세율
